x/c,r/R=0.50,x/c,r/R=0.68,x/c,r/R=0.80,x/c,r/R=0.89,x/c,r/R=0.96
0.04,0.1922E+00,0.00,-0.5359E+00,0.01,0.6929E-02?,0.01,-0.1158E+00?,0.00,-0.7001E+00
0.20,0.3578E+00,0.07,0.2513E+00,0.02,0.8961E-01,0.04,0.1964E+00,0.07,0.2520E+00
0.45,0.2336E+00,0.18,0.3971E+00,0.11,0.3872E+00,0.14,0.3472E+00,0.16,0.3121E+00
0.69,0.1004E+00,0.28,0.3580E+00,0.14,0.4120E+00,0.28,0.3016E+00,0.24,0.3026E+00
0.85,0.3498E-01,0.38,0.3068E+00,0.24,0.3748E+00,0.45,0.2104E+00,0.39,0.2204E+00
,,0.51,0.2350E+00,0.34,0.3294E+00?,0.57,0.1402E+00,0.51,0.1435E+00
,,0.57,0.1937E+00,0.57,0.1930E+00,0.69,-0.8412E-01?,0.63,0.1192E+00
,,0.79,0.4184E-01,0.74,0.1061E+00,0.79,0.2098E-01,0.74,0.7489E-01
,,,,0.90,-0.1373E-01,0.90,-0.5618E-01,0.85,0.2744E-01
