x/c,r/R=0.50,x/c,r/R=0.68,x/c,r/R=0.80,x/c,r/R=0.89,x/c,r/R=0.96
0.04,0.7716E-01,0.00,,0.01?,-0.2133E+00,0.01,-0.3891E+00,0.00,-0.9302E+00
0.20,0.3125E+00,0.07,0.3403E-01,0.02,,0.04,-0.5865E-02,0.07,0.8166E-01
0.45,0.2095E+00,0.18,0.3235E+00,0.11,0.2735E+00,0.14,0.2410E+00,0.16,0.2265E+00?
0.69,0.9922E-01?,0.28,0.3075E+00,0.14,0.3155E+00,0.28,0.2385E+00,0.24,0.2359E+00
0.85,0.3303E+00?,0.38,0.2656E+00?,0.24,0.3065E+00,0.45,0.1742E+00,0.39,0.1821E+00
,,0.51,0.2067E+00,0.34,0.2765E+00,0.57,0.1124E+00,0.51,0.1424E+00
,,0.57,0.1678E+00,0.57,0.1503E+00,0.69,0.6357E-01,0.63,0.9101E-01
,,0.79,,0.74,0.7817E-01?,0.79,0.9565E-02,0.74,0.5596E-01
,,,,0.90,-0.2599E-01,0.90,-0.6245E-01,0.85,0.1623E-01
