x/c,r/R=0.50,x/c,r/R=0.68,x/c,r/R=0.80,x/c,r/R=0.89,x/c,r/R=0.96
0.04,-0.1052E+00,,-0.8999E+00,0.01,-0.5451E+00,0.01,-0.7267E+00,0.00?,-0.1067E+01
0.20,0.2113E+00?,0.07,-0.8079E-01,0.02,-0.3828E+00,0.04,-0.2936E+00,0.07?,-0.8808E-01
0.45,0.1737E+00,0.18,0.2021E+00,0.11,0.9515E-01,0.14,0.1103E+00,0.16,0.1392E+00
0.69,0.7717E-01,0.28,0.2170E+00,0.14,0.1673E+00?,0.28,0.1884E+00,0.24,0.1730E+00
0.85,0.2889E-01,0.38,0.1897E+00,0.24,0.2124E+00,0.45,0.1591E+00,0.39,0.1464E+00
,,0.51,0.1515E+00,0.34,0.2011E+00,0.57,0.1201E+00,0.51,0.1159E+00
,,,0.1204E+00,0.57,0.1200E+00,0.69,0.6348E-01,0.63,0.7299E-01
,,0.79,0.6016E-02,0.74,0.5232E-01,0.79,0.1080E-01?,0.74,0.3541E-01
,,,,0.90,-0.3785E-01,0.90,-0.5555E-01,0.85,0.6775E-02
