x/c,r/R=0.50,x/c,r/R=0.68,x/c,r/R=0.80,x/c,r/R=0.89,x/c,r/R=0.96
0.04,0.2368E+00,0.00,-0.4102E+00,0.01,0.1500E+00,0.01,,0.00,-0.5048E+00?
0.20,0.3614E+00?,0.07,0.2336E+00,0.00,0.2008E+00,0.04,0.2799E+00,0.07,0.3797E+00
0.45,0.2295E+00,0.18,0.4218E+00,0.11,0.4222E+00,0.14,0.3773E+00,0.16,0.3634E+00
0.69,0.1123E+00,0.28,0.3737E+00,0.14,0.4372E+00,0.00,0.3100E-01?,0.24,0.3332E+00
0.85,0.3179E+00,0.38,0.3186E+00,0.24,0.3923E+00,0.40,0.2031E+00,0.39,0.2144E+00
,,0.51,0.2416E+00,0.34,0.3325E+00,0.57,0.1339E+00,0.51,0.1609E+00
,,,0.1967E+00,0.37,0.1978E+00,0.69,0.7759E-01,0.63?,0.1051E+00
,,0.79,0.3204E-01,0.74,0.1021E+00,0.79,0.1355E-01,0.74,0.5350E-01
,,,,0.90,-0.1761E-01,0.90,-0.4841E-01?,0.85,0.7300E-02
