x/c,r/R=0.50,x/c,r/R=0.68,x/c,r/R=0.80,x/c,r/R=0.89,x/c,r/R=0.96
0.04,,0.00,-0.8991E+00,0.01,-0.4816E+00,0.01,-0.6969E+00,,-0.1124E+01
0.20,0.2333E+00?,0.07,-0.1075E+00,0.02,,0.04,-0.2725E+00,0.07,-0.7213E-01
0.45,0.1865E+00,0.18,0.3769E+00,0.11,0.1924E+00,0.14,0.1776E+00,0.16,0.2616E+00
0.69,0.9274E-01,0.26,0.3785E+00,0.14,0.2959E+00,0.28,0.2992E+00,0.24,0.3573E+00
0.85,0.3745E-01?,0.30?,0.3121E+00,0.24,0.3270E+00,0.45,0.2454E+00,0.39,0.2838E+00
,,0.51,0.2192E+00,0.34,0.3231E+00,0.37,0.1437E+00,0.51,0.1926E+00
,,0.57,0.1750E+00,0.57,0.1769E+00,0.69,0.7940E-01,0.63,0.1326E+00
,,0.79,0.1270E-01,0.74,0.9540E-01,0.79,0.2237E-02,0.74,0.7359E-01
,,,,0.90,-0.3138E-01?,0.90,-0.8778E-01,0.85,0.1797E-01
