x/c,r/R=0.50,x/c,r/R=0.68,x/c,r/R=0.80,x/c,r/R=0.89,x/c,r/R=0.96
0.04,-0.4061E+00,0.00,-0.9464E+00,0.01,-0.8514E+00,0.01,-0.9407E+00,0.00,-0.9726E+00
0.20,0.4620E-01,0.07,-0.8891E+00,0.02,-0.6774E+00,0.04,-0.5769E+00,0.07,-0.2921E+00
0.45,0.8388E-01?,0.18,0.2844E-01,0.11,-0.1408E+00,0.14,-0.1282E+00,0.16,-0.1121E-01
0.69,0.4620E-01,0.28,0.8827E-01,0.14,-0.3928E-01,0.28,0.2946E-01,0.24,0.6444E-01
0.85,0.8518E+00?,0.38,0.8827E-01,0.24,0.4774E-01,0.45,0.5371E-01,0.39,0.6444E-01
,,0.51,0.8827E-01,0.34,0.9125E-01,0.36,0.4160E-01,0.51,0.6444E-01
,,0.57,0.7309E-01,0.57,0.9125E-01,0.69,0.2946E-01,0.63,0.6444E-01
,,0.79,0.1729E-01,0.74,0.7674E-01,0.79,0.5212E-02,0.74,0.4281E-01
,,,,0.90,0.1873E-01,0.90,-0.3120E-01,0.85,0.2120E-01
