x/c,r/R=0.50,x/c,r/R=0.68,x/c,r/R=0.80,x/c,r/R=0.89,x/c,r/R=0.96
0.04,-0.3775E+00?,0.00,-0.9440E+00,0.01,-0.8518E+00,0.01,-0.9438E+00,0.00,-0.1021E+01
0.20,0.8177E+00?,0.07,-0.7343E+00,0.02,-0.7058E+00,0.04,-0.5900E+00,0.07,-0.2902E+00
0.45,0.7136E-01,0.18,0.2111E-01,0.11,-0.1430E+00,0.14,-0.1195E+00,0.16,0.1599E+00
0.69,0.5047E-01?,0.28,0.8312E-01,0.14,-0.4711E-01,0.28,0.2905E-01,0.24,0.6078E-01
0.85,0.1914E-01?,0.38,0.9017E-01,0.24,0.4462E-01,0.45,0.5382E-01,0.39,0.7673E-01
,,0.51,0.1000E+00,0.34,0.8630E-01,0.00,0.4320E-01,0.51,0.7035E-01
,,0.57,0.7854E-01,0.57,0.8213E-01,0.69,0.2551E+00?,0.63,0.6078E-01
,,0.79,-0.4495E+00?,0.74,0.5712E-01,0.79,-0.2789E+00?,0.74,0.4802E-01
,,,,0.90,-0.9588E-02,0.90,-0.4524E-01,0.85,0.2548E-01
