x/c,r/R=0.50,x/c,r/R=0.68,x/c,r/R=0.80,x/c,r/R=0.89,x/c,r/R=0.96
0.04,-0.5606E-01,0.00,-0.9269E+00,0.01,-0.5175E+00,0.01,-0.7021E+00,0.00,-0.1141E+01
0.20,0.2758E+00,0.07,-0.2059E-01,0.02,-0.3691E+00,0.04,-0.2745E+00,0.07,
0.45,0.2195E+00,0.18,0.2523E+00,0.11,0.1601E+00,0.14,0.1886E+00,0.16,0.2487E+00
0.69,0.9861E-01,0.28,0.2804E+00,0.14,0.2534E+00,0.28,0.3035E+00,0.24,0.3263E+00
0.85,0.3674E-01,0.38,0.2335E+00,0.24,0.3020E+00,0.45,0.2514E+00,0.39,0.2588E+00
,,0.51,0.1479E+00,0.34,0.2862E+00,0.57,0.1543E+00,0.51,0.1755E+00
,,0.37,0.1364E+00,0.57,0.1601E+00,0.69,0.9980E-01,0.63,0.1227E+00
,,0.79,0.2036E-01,0.74,0.6557E-01,0.79,0.2143E-01?,0.74,0.4440E-01?
,,,,0.90,-0.6445E-01,0.90,-0.7312E-01,0.85,0.1127E-01
