x/c,r/R=0.50,x/c,r/R=0.68,x/c,r/R=0.80,x/c,r/R=0.89,x/c,r/R=0.96
0.04,,0.00,-0.9779E+00,0.01,-0.8475E+00,0.01,-0.9510E+00?,0.00,-0.1056E+01
0.20,,0.07,-0.7081E+00,0.02,-0.6972E+00,0.04,-0.5804E+00,0.07?,-0.2796E+00
0.45,0.9979E-01,0.18,0.2800E-01,0.11,-0.1471E+00,0.14,-0.1147E+00,0.16,0.3677E-02
0.69,0.5564E-01?,0.28,0.8432E-01,0.14,-0.4189E-01,0.28,0.2429E-01,0.24,0.5245E-01
0.85,0.1151E-01,0.38,0.8432E-01,0.24,0.5731E-01,0.45,0.6290E-01,0.39,0.8285E-01?
,,0.51,0.8432E-01,0.34,0.1054E+00,0.57,,0.51,0.8051E-01?
,,0.57,0.6571E-01,0.57,0.9338E-01,0.69,0.3201E-01,0.63,0.6648E-01
,,0.79,-0.2438E+00?,0.74,0.5731E-01,0.79,-0.4014E-02,0.74,0.4309E-01
,,,,0.90,-0.1783E-01,0.90,-0.5291E-01,0.05?,0.1269E-01
