x/c,r/R=0.50,x/c,r/R=0.68,x/c,r/R=0.80,x/c,r/R=0.89,x/c,r/R=0.96
0.04,,0.00,-0.5624E+00?,0.01,-0.1691E-01,0.01,-0.2023E+00,0.00,-0.8335E+00
0.20,0.4007E+00,0.07,0.2495E+00,0.02,0.8456E-01,0.04,0.1932E+00,0.07,0.2881E+00
0.45,0.2617E+00,0.10,0.4735E+00,0.11,0.4789E+00,0.14,0.4866E+00,0.16,0.4698E+00
0.65?,0.1257E+00,0.28,0.4504E+00,0.14,0.5468E+00,0.20,0.3997E+00,0.24,0.4460E+00
0.85,0.3411E-01?,0.38,0.3833E+00?,0.24,0.4789E+00?,0.45,0.2475E+00,0.37?,0.2846E+00
,,0.51,0.2903E+00?,0.34,0.4270E+00,0.57,0.1692E+00,0.51,0.2062E+00
,,0.57,,0.57,0.2438E+00,0.49,0.8740E-01,0.63,0.1410E+00
,,0.79,,0.74,0.1240E+00,0.79,0.5047E+00,0.74,0.7924E-01
,,,,0.90,-0.2396E-01,0.90,-0.9897E-01,0.35?,0.1277E-01
