x/c,r/R=0.50,x/c,r/R=0.68,x/c,r/R=0.80,x/c,r/R=0.89,x/c,r/R=0.96
0.04,-0.6052E-01,0.00,-0.8818E+00,0.01,-0.5191E+00,0.01,-0.6987E+00,0.00?,
0.20,0.2744E+00?,0.07,0.1994E+00,1.00?,-0.3642E+00,0.04,-0.2383E+00,0.07,-0.4322E-01
0.45,0.2280E+00,0.18,0.2426E+00,0.11,0.1525E+00,0.14,0.1743E+00,0.16,0.2160E+00
0.49,0.1185E+00,0.28,0.2694E+00,0.14,0.2315E+00,0.28,0.5760E+00,0.24,0.2569E+00?
0.85,0.6549E-01,0.38,0.2328E+00,0.24,0.2761E+00,0.45,,0.39,0.2110E+00
,,0.51,0.1816E+00,0.34,0.2627E+00,0.57,,,0.1614E+00
,,0.57,0.1521E+00,0.57,0.1644E+00,0.69,,0.63,0.1205E+00
,,0.79,0.4372E-01,0.74,0.8104E-01,0.79,0.3341E-01,0.74,0.7089E-01
,,,,0.90,-0.3065E-01,0.90,,0.85,0.2794E-01
