x/c,r/R=0.50,x/c,r/R=0.68,x/c,r/R=0.80,x/c,r/R=0.89,x/c,r/R=0.96
0.04,0.4417E-01?,0.00,,0.01,-0.2164E+00,0.01,-0.4017E+00,0.00?,-0.9754E+00?
0.20,0.3095E+00?,,0.1245E-01,0.02,-0.9874E-01,0.04,-0.1467E-01,1.00,0.8707E-01
0.45,0.2051E+00,0.18,0.3300E+00?,0.11,0.2843E+00?,0.14,0.2508E+00,0.16,0.2355E+00
0.69,0.1006E+00?,0.28,0.3147E+00,0.14,0.3305E+00,0.28,0.2508E+00,0.24,0.2483E+00
0.85,0.2914E-01?,0.38,0.2664E+00,0.24,0.3166E+00,0.45,0.1770E+00,0.39,0.1897E+00
,,0.51,0.1987E+00,0.34,0.2820E+00,0.57,0.1131E+00,0.51,0.1403E+00
,,,0.1603E+00,0.57,0.1505E+00,0.69,0.6119E-01,0.63,0.9273E-01
,,0.79,0.1911E-01,0.74,0.7202E-01,0.79,0.3297E-02,0.74,0.5247E-01
,,,,0.90,-0.3643E-01,0.90,-0.7455E-01,0.85,0.1220E-01
