x/c,r/R=0.50,x/c,r/R=0.68,x/c,r/R=0.80,x/c,r/R=0.89,x/c,r/R=0.96
0.04,0.2299E+00,0.80,0.8675E-01,0.01,0.1677E-02,0.01,-0.1710E+00,0.00,-0.7970E+00
0.20,0.4134E+00?,0.00,-0.5405E+00,0.02,0.9731E-01,0.04,0.2122E+00,0.07,0.3135E+00
0.45,0.2733E+00,0.07,0.2400E+00,0.11,0.4888E+00,0.14,0.4721E+00,0.16,0.4464E+00
0.69,0.1432E+00,0.18,0.5028E+00,0.14,0.5351E+00,0.28,0.3925E+00,0.24,0.4253E+00
0.85,0.5647E-01,0.28,0.4567E+00,0.24,0.4873E+00,0.40,0.2718E+00,0.37,0.2837E+00
,,0.38,0.3904E+00,0.34,0.4141E+00,0.57,0.1777E+00,0.51,0.2104E+00
,,0.51,0.2976E+00,0.57,0.2437E+00,0.69,0.9948E+00?,0.63,0.1483E+00
,,0.57,0.2449E+00,0.74,0.1257E+00,0.79,0.1594E-01,0.74,0.8865E-01
,,0.79,0.5144E-01,0.00,,0.70,-0.7952E-01,0.85,0.2530E-01
