x/c,r/R=0.50,x/c,r/R=0.68,x/c,r/R=0.80,x/c,r/R=0.89,x/c,r/R=0.96
0.04,0.5800E-01,0.00,-0.6622E+00?,0.01,-0.1922E+00,0.01,-0.3643E+00,0.00,
0.00,0.2841E+00?,0.07,-0.3224E+00,0.02,-0.7617E-01,0.04,-0.4932E+00,0.07,0.1033E+00
0.45,0.2087E+00,0.18,0.3152E+00,0.11,0.2719E+00,0.14,0.2420E+00,0.16,0.2220E+00
0.69,0.1334E+00,0.28,0.3152E+00,0.14,0.3154E+00,0.28,0.2420E+00,0.24,0.2329E+00
0.85,0.5800E-01?,0.38,0.2737E+00,0.24,0.3009E+00,0.45,0.1814E+00,0.39,0.1897E+00
,,0.51,0.2156E+00,0.34,0.2719E+00,0.57,0.1450E+00,0.51,0.1372E+00
,,,0.1749E+00,0.70,0.1849E+00,0.69,0.9655E-01,0.63,0.1249E+00
,,0.79,0.2548E-01,0.74,0.1123E+00,0.79,0.3590E-01,0.74,0.1033E+00
,,,,0.90,0.1084E-01,0.90,-0.3685E-01,0.85,0.6004E-01
