U_wind_ms,Omega_rpm,pitch_deg,r_m,chord_m,twist_deg,a,ap,alpha_deg,cl,cd,W_ms,Np_per_m,Tp_per_m
14.0,72.0,3.0,1.952,0.666,8.42,0.09308596413558734,0.06148069076837319,27.681462751654557,1.2571882056857835,0.0951455088960037,20.13141697566535,171.2107850741719,118.8771946762463
14.0,72.0,3.0,2.257,0.636,6.16,0.08359966867188445,0.04223315573147189,26.72054940834535,1.2571882056857837,0.09514550889600369,21.889887440112172,200.54508832441675,123.14751292644904
14.0,72.0,3.0,2.343,0.627,5.66,0.08222009067677882,0.038649003391502276,26.34233000123584,1.2571882056857835,0.09514550889600369,22.40010526786259,208.95529996793886,123.94217316102656
14.0,72.0,3.0,2.562,0.605,4.66,0.08051535006421698,0.03172378793992889,25.198630816638566,1.2571882056857837,0.0951455088960037,23.72565876574155,231.0525299995296,125.61146625682466
14.0,72.0,3.0,2.867,0.574,3.42,0.08096152764685856,0.025355755198133323,23.714943022862,1.2571882056857837,0.09514550889600369,25.628600980813207,262.10722951143754,126.74698215128446
14.0,72.0,3.0,3.172,0.543,2.49,0.08381884785480866,0.02121127578250303,22.217085429843664,1.2571882056857835,0.09514550889600369,27.586824011273464,292.9171842790689,126.62988480884495
14.0,72.0,3.0,3.476,0.512,1.83,0.08871373508860779,0.01839967583199872,20.71758549414176,1.2571882056857837,0.0951455088960037,29.583061140882524,322.56097157864366,125.24026332530704
14.0,72.0,3.0,3.781,0.482,1.4,0.09627526689265227,0.016555533731818353,19.185190130624793,1.257950385950479,0.09429671354171053,31.621499239639807,351.4659720706277,123.06980021085144
14.0,72.0,3.0,4.086,0.451,1.13,0.10685644382392485,0.016088119805176528,17.644057768820147,1.2580998223440862,0.07570238416316433,33.70830953803886,375.52647979245273,124.41609956066182
14.0,72.0,3.0,4.391,0.42,0.96,0.12240654498542651,0.016093571883713256,16.103570313566973,1.2301439112465478,0.05999660286313982,35.81361185952599,388.0481531002157,120.65072638503686
14.0,72.0,3.0,4.696,0.389,0.85,0.15664230856265587,0.017704969304366998,14.292108072335688,1.1739959664926145,0.04487890340392042,37.91894455043304,386.98641730655464,110.62237854468987
14.0,72.0,3.0,5.0,0.358,0.79,0.4496965271454705,0.03322806593126047,7.398093344647658,0.9261143216390819,0.013552880968038463,39.706380399734755,314.9898586369195,57.5255397545351
15.0,72.0,3.0,1.257,0.737,22.0,0.3655297939485171,0.3792642352705444,10.260056955657888,1.0317909402937813,0.02227604884271841,16.485782583160365,104.93996288584697,70.84487530404165
15.0,72.0,3.0,1.343,0.728,18.3,0.27380951166416506,0.29354079624243967,18.447563940517487,1.2621234728225723,0.08502170517369276,17.035892693816248,132.61544667931668,95.97539710092818
15.0,72.0,3.0,1.51,0.711,14.29,0.14118713062771815,0.15635839297098536,27.087299738860473,1.2571882056857837,0.0951455088960037,18.41944160433795,142.59654458398558,119.862102259184
15.0,72.0,3.0,1.648,0.697,11.91,0.11144012653310315,0.11150176279234912,29.07103357100561,1.2571882056857837,0.09514550889600369,19.193563027216733,152.66433003271786,126.53328285302416
15.0,72.0,3.0,1.952,0.666,8.42,0.08572574968534,0.06546466239493225,29.7515234117713,1.2571882056857835,0.09514550889600369,20.832132014241456,178.61909748773715,133.83607761534557
15.0,72.0,3.0,2.257,0.636,6.16,0.0765676763012666,0.04482717567035673,28.759981260643308,1.2571882056857835,0.09514550889600369,22.53885224431618,207.83152296415875,138.04120584758937
15.0,72.0,3.0,2.343,0.627,5.66,0.07519202705599871,0.04098882192888921,28.368471257435502,1.2571882056857837,0.09514550889600372,23.035283416097954,216.20137716175864,138.80152682199227
15.0,72.0,3.0,2.562,0.605,4.66,0.07336401310979358,0.033579173700870546,27.18454772952369,1.2571882056857837,0.0951455088960037,24.327461246545102,238.20005222737768,140.4034431898255
15.0,72.0,3.0,2.867,0.574,3.42,0.07343388970365958,0.026782327882743193,25.63405144318708,1.2571882056857835,0.09514550889600369,26.188039587360063,269.08963394769347,141.4315516051379
15.0,72.0,3.0,3.172,0.543,2.49,0.07574759530261117,0.022380655805672313,24.06277660110048,1.2571882056857835,0.09514550889600369,28.10843822534327,299.7069861915538,141.18997408745943
15.0,72.0,3.0,3.476,0.512,1.83,0.07996728012161433,0.019418026783392474,22.48802187074949,1.2571882056857837,0.0951455088960037,30.071077760626725,329.1338823647035,139.64165477984588
15.0,72.0,3.0,3.781,0.482,1.4,0.08661860613465715,0.01745439669992516,20.883542859835767,1.2571882056857837,0.0951455088960037,32.07862274204781,357.6892475588735,136.9859636875401
15.0,72.0,3.0,4.086,0.451,1.13,0.09653518521881847,0.016255314844500726,19.27550719458213,1.2571882056857837,0.09514550889600369,34.11566105895117,383.08746471986507,132.48780667784158
15.0,72.0,3.0,4.391,0.42,0.96,0.1130595510955181,0.01678211716875886,17.60466836700057,1.2576951985106375,0.07526596582161496,36.19661467556246,403.55549808209634,132.21357641075633
15.0,72.0,3.0,4.696,0.389,0.85,0.1468272271465938,0.018890631786122065,15.681686186502839,1.2188236243164838,0.05616515135917669,38.27853834891631,407.57794657388627,123.7794379310947
15.0,72.0,3.0,5.0,0.358,0.79,0.4372885984125911,0.036412514026150485,8.4002520637102,0.9694558857841017,0.01603932358505259,39.97315257830611,333.19524901346097,66.23070568955582
16.0,72.0,3.0,1.257,0.737,22.0,0.36133371810019066,0.41500334868804833,11.49923952734262,1.071844024959648,0.02777907847937262,17.17964414826786,116.99468893886159,81.96509746660182
16.0,72.0,3.0,1.343,0.728,18.3,0.2569057052232964,0.3115734966984553,20.535827632966836,1.2571882056857837,0.0951455088960037,17.825390656944464,141.70232673596502,108.7629266065945
16.0,72.0,3.0,1.51,0.711,14.29,0.13216605635115536,0.16687470096671944,28.975726678234107,1.2571882056857837,0.0951455088960037,19.2170385024662,150.82969696578576,135.51129842126824
16.0,72.0,3.0,1.648,0.697,11.91,0.10400568104907958,0.11871533473482201,30.97294446462137,1.2571882056857837,0.0951455088960037,19.968696897496315,160.60752357171268,142.36852449112683
16.0,72.0,3.0,1.952,0.666,8.42,0.07956690603249186,0.06946596056145247,31.67532384989507,1.2571882056857837,0.0951455088960037,21.555362782636116,186.3185595283909,149.6292977270045
16.0,72.0,3.0,2.257,0.636,6.16,0.07071867594945849,0.04743682593549341,30.67333857165022,1.2571882056857837,0.09514550889600369,23.21184494093607,215.41700677755037,153.68595462364365
16.0,72.0,3.0,2.343,0.627,5.66,0.06935611656826624,0.043343395279586264,30.273791905201012,1.2571882056857837,0.0951455088960037,23.694752158646153,223.7483148635978,154.38722252029814
16.0,72.0,3.0,2.562,0.605,4.66,0.06744944041744472,0.035446390728048144,29.062033399111996,1.2571882056857837,0.09514550889600369,24.95396344675598,245.65222440912578,155.85998413266518
16.0,72.0,3.0,2.867,0.574,3.42,0.06723437353712933,0.028215005115743364,27.459758084450026,1.2571882056857835,0.09514550889600369,26.772267903263117,276.3778409581462,156.6970481132797
16.0,72.0,3.0,3.172,0.543,2.49,0.06911449862795305,0.023548828003599382,25.827747973225517,1.2571882056857837,0.0951455088960037,28.6545464406846,306.7989139584259,156.2529639202053
16.0,72.0,3.0,3.476,0.512,1.83,0.07277959919362842,0.020427080801953178,24.188359695282138,1.2571882056857835,0.0951455088960037,30.58304813004437,336.0008648350738,154.47490685551136
16.0,72.0,3.0,3.781,0.482,1.4,0.07870217134857015,0.018378411089524458,22.518816403718983,1.2571882056857835,0.0951455088960037,32.55990270690799,364.3252522319186,151.5857338325754
16.0,72.0,3.0,4.086,0.451,1.13,0.08763005989779458,0.017152117548355387,20.848430802057262,1.2571882056857835,0.0951455088960037,34.56952982562136,389.4660124751144,146.7823018181624
16.0,72.0,3.0,4.391,0.42,0.96,0.10313299468879505,0.017001543670921482,19.123151906614808,1.2586178534413561,0.09348940212771709,36.600596140480874,411.64130082411333,140.41523706511327
16.0,72.0,3.0,4.696,0.389,0.85,0.13714018954996157,0.019825099848175383,17.073660715226815,1.2505261427011127,0.06956434340609895,38.6581871229539,424.7611999519488,135.88286556375272
16.0,72.0,3.0,5.0,0.358,0.79,0.42284054752880684,0.03947151412714111,9.469975940508139,1.0068943578214558,0.01934927555640457,40.26052516493291,349.9116722528205,75.39197670626906
17.0,72.0,3.0,1.257,0.737,22.0,0.35865817192340765,0.4514288590019741,12.584303013069212,1.1109951874949158,0.033601222477000606,17.87556828020741,129.94952535655358,93.90182846966448
17.0,72.0,3.0,1.343,0.728,18.3,0.24300685764403937,0.3337846560315774,22.316478676787654,1.2571882056857835,0.09514550889600369,18.655211583299877,151.42613867167123,123.89018249348841
17.0,72.0,3.0,1.51,0.711,14.29,0.12447409214478541,0.17739686258349976,30.70307385237035,1.2571882056857837,0.0951455088960037,20.030497749042727,159.35687095060055,152.0991899776645
17.0,72.0,3.0,1.648,0.697,11.91,0.09766868085344146,0.125945607494765,32.723480605704694,1.2571882056857835,0.0951455088960037,20.761518825278714,168.83169614156722,159.12964264007297
17.0,72.0,3.0,1.952,0.666,8.42,0.0743380732583643,0.07348542566476833,33.465502429362154,1.2571882056857837,0.09514550889600369,22.299028038349437,194.2966515803164,166.28276450401793
17.0,72.0,3.0,2.257,0.636,6.16,0.06577881584765409,0.05006224569079794,32.46983398774749,1.2571882056857837,0.09514550889600369,23.906953971257707,223.28887817869497,170.11206641075682
17.0,72.0,3.0,2.343,0.627,5.66,0.06443461932471901,0.04571286708977241,32.06675869343926,1.2571882056857837,0.09514550889600369,24.3766616835135,231.58365013037667,170.73068007415034
17.0,72.0,3.0,2.562,0.605,4.66,0.06247944221110703,0.037325900970260305,30.838011540161826,1.2571882056857835,0.09514550889600369,25.603486181248275,253.3974186646356,172.01513502911612
17.0,72.0,3.0,2.867,0.574,3.42,0.06204554512760685,0.029655266271361266,29.197464569081856,1.2571882056857835,0.0951455088960037,27.37985157737378,283.96196374812797,172.58032405796612
17.0,72.0,3.0,3.172,0.543,2.49,0.06357527044260995,0.02471868689698548,27.516356924487592,1.2571882056857837,0.09514550889600369,29.22394502148923,314.18517449435416,171.85740110493984
17.0,72.0,3.0,3.476,0.512,1.83,0.06677994387105066,0.02143120367095238,25.82221654310394,1.2571882056857837,0.0951455088960037,31.117973767694526,343.15630177692856,169.7791885193754
17.0,72.0,3.0,3.781,0.482,1.4,0.07208815111453286,0.019290545509642505,24.095876345071673,1.2571882056857835,0.09514550889600369,33.063613304711346,371.24063292720285,166.59232786122308
17.0,72.0,3.0,4.086,0.451,1.13,0.08017781523490795,0.01802984958763059,22.36981869781655,1.2571882056857837,0.0951455088960037,35.04516589864102,396.1107696110744,161.4228799650606
17.0,72.0,3.0,4.391,0.42,0.96,0.09422237871906777,0.01782982238872632,20.598135686346247,1.2571882056857837,0.09514550889600369,37.04912070834292,417.7327430989978,153.9455362667337
17.0,72.0,3.0,4.696,0.389,0.85,0.12692522739799067,0.020343572650625846,18.48444857204237,1.2621029311236456,0.08546888774027096,39.05733734985169,436.12036575130537,145.58811496894
17.0,72.0,3.0,5.0,0.358,0.79,0.40517463995158054,0.042630195148477164,10.63721856933352,1.043575492073646,0.023828711108238566,40.58611922797354,367.1940476439231,85.57825061497662
18.0,72.0,3.0,1.257,0.737,22.0,0.3565515781211322,0.4881171848585614,13.570993141381585,1.1478170585790979,0.03978500557704902,18.576377567735577,143.6566020510915,106.63370611014666
18.0,72.0,3.0,1.343,0.728,18.3,0.23109936054139826,0.35587422842106625,23.929961548236005,1.2571882056857835,0.09514550889600369,19.494927483114722,161.49002387072684,139.89690788826607
18.0,72.0,3.0,1.51,0.711,14.29,0.11783662876336529,0.18793124160386115,32.2875833733411,1.2571882056857837,0.0951455088960037,20.858085256619948,168.17045747864742,169.64221568652357
18.0,72.0,3.0,1.648,0.697,11.91,0.09220236609885454,0.1331946685489879,34.338185249430246,1.2571882056857837,0.0951455088960037,21.570167207672846,177.32715663368174,176.83402916474765
18.0,72.0,3.0,1.952,0.666,8.42,0.06984350070627207,0.07752297033829517,35.13342508833596,1.2571882056857837,0.09514550889600369,23.061226090437263,202.54157771486203,183.81756841905377
18.0,72.0,3.0,2.257,0.636,6.16,0.061552185515044655,0.05270301785887939,34.15783086054126,1.2571882056857835,0.09514550889600369,24.622386857772423,231.43485976787932,187.3445008639103
18.0,72.0,3.0,2.343,0.627,5.66,0.06022926386785685,0.04809685341407332,33.75505322087766,1.2571882056857835,0.09514550889600369,25.079264792421213,239.6951847488711,187.85783685525627
18.0,72.0,3.0,2.562,0.605,4.66,0.05824635797988418,0.039217602144012174,32.51871344891233,1.2571882056857837,0.09514550889600369,26.274414000277613,261.4239447075213,188.8971300289276
18.0,72.0,3.0,2.867,0.574,3.42,0.05764248398214052,0.031103792873473618,30.851920338462918,1.2571882056857835,0.09514550889600369,28.0093756061546,291.8315917126645,189.11207930967623
18.0,72.0,3.0,3.172,0.543,2.49,0.058885793399962506,0.025892001757679833,29.13231628022259,1.2571882056857835,0.09514550889600369,29.81541694205131,321.857031763049,188.03551619849273
18.0,72.0,3.0,3.476,0.512,1.83,0.06170458758372393,0.022433335456422652,27.392570868256115,1.2571882056857835,0.09514550889600369,31.674819877224913,350.5932887398118,185.58735065235808
18.0,72.0,3.0,3.781,0.482,1.4,0.06649031021884588,0.020194858280923305,25.61720042692205,1.2571882056857835,0.09514550889600369,33.58888517618879,378.430357692571,182.03869166415436
18.0,72.0,3.0,4.086,0.451,1.13,0.07386260738505546,0.01889362657319574,23.84185863336861,1.2571882056857837,0.0951455088960037,35.54185124061216,403.01862572126856,176.44232925960546
18.0,72.0,3.0,4.391,0.42,0.96,0.0867252981856337,0.018722851212237313,22.025009737531633,1.2571882056857835,0.09514550889600369,37.520188600567636,424.3585996813228,168.50439714943735
18.0,72.0,3.0,4.696,0.389,0.85,0.1164932045754785,0.02087852104320384,19.8978630727844,1.2571882056857837,0.0951455088960037,39.49000906200748,441.80612098514416,155.75699698737887
18.0,72.0,3.0,5.0,0.358,0.79,0.38452971871241237,0.046175377822685035,11.899786056428667,1.0859373834258592,0.029814143378373986,40.9662876737151,387.6970670201025,97.50607541144474
19.0,72.0,3.0,1.257,0.737,22.0,0.35441026784456975,0.5246280497123862,14.5001396047418,1.1812753454168552,0.04644275718627418,19.284056997670724,157.97150113633077,120.1185384992575
19.0,72.0,3.0,1.343,0.728,18.3,0.22077850343620242,0.37788231671184547,25.39858955865179,1.2571882056857837,0.09514550889600369,20.34364674795793,171.89490734404686,156.80009464149597
19.0,72.0,3.0,1.51,0.711,14.29,0.11204976413442864,0.19848132356157586,33.74497354193512,1.2571882056857837,0.09514550889600369,21.69826943814885,177.2634042742675,188.15347639221085
19.0,72.0,3.0,1.648,0.697,11.91,0.08743825854975029,0.1404632075429545,35.83072583227473,1.2571882056857837,0.09514550889600369,22.39298987888153,186.08504819842116,195.49573275435142
19.0,72.0,3.0,1.952,0.666,8.42,0.06593852922104046,0.08157799754117599,36.689385255121394,1.2571882056857837,0.09514550889600372,23.84023237198099,211.04240258661812,202.25107284787603
19.0,72.0,3.0,2.257,0.636,6.16,0.05789504937132711,0.05535843916827799,35.7450266348939,1.2571882056857835,0.09514550889600369,25.356480033301096,239.84328748825536,205.40407199342957
19.0,72.0,3.0,2.343,0.627,5.66,0.05659485295039887,0.05049469946096573,35.34576116724461,1.2571882056857835,0.0951455088960037,25.800929565620535,248.0712419045909,205.79038455313108
19.0,72.0,3.0,2.562,0.605,4.66,0.054598718195867764,0.04112108995784442,34.109890546141195,1.2571882056857835,0.09514550889600369,26.96521381871121,269.72037722642693,206.5297255230405
19.0,72.0,3.0,2.867,0.574,3.42,0.053861602374906205,0.032560797788814703,32.42746631007345,1.2571882056857837,0.0951455088960037,28.659468342636384,299.97620794247683,206.3183162878888
19.0,72.0,3.0,3.172,0.543,2.49,0.05486844453044403,0.027069833165205708,30.67895464423397,1.2571882056857835,0.0951455088960037,30.42775849044844,329.8052971008215,204.81475930338556
19.0,72.0,3.0,3.476,0.512,1.83,0.05736109146196465,0.023435473557884952,28.902025842662106,1.2571882056857837,0.0951455088960037,32.25254305448496,358.30417585345697,201.92750450310655
19.0,72.0,3.0,3.781,0.482,1.4,0.061699005520747696,0.021094272507608945,27.084887011665764,1.2571882056857835,0.09514550889600369,34.134823927381554,385.88840097207606,197.95309835689505
19.0,72.0,3.0,4.086,0.451,1.13,0.06845237579392055,0.019747262621097706,25.266334724785803,1.2571882056857837,0.0951455088960037,36.05882907865642,410.18524812537544,191.8687689857115
19.0,72.0,3.0,4.391,0.42,0.96,0.08029644829527108,0.019599292624971086,23.408944915875786,1.2571882056857837,0.0951455088960037,38.011015715854484,431.22995175309376,183.41038804514258
19.0,72.0,3.0,4.696,0.389,0.85,0.1077268906309655,0.02193230026221987,21.254635149633845,1.2571882056857835,0.09514550889600369,39.958238774684276,448.4423508257276,170.13837494702565
19.0,72.0,3.0,5.0,0.358,0.79,0.36774334489786703,0.049751045729723185,13.09564269165384,1.1300980899030617,0.036695763932777084,41.357764232250574,409.58069476958246,109.94472260846597
20.0,72.0,3.0,1.257,0.737,22.0,0.35185750039297276,0.5605163902590995,15.401880173675458,1.2106344959769877,0.053730485775494885,19.999926215414305,172.75319422305444,134.29420668359867
20.0,72.0,3.0,1.343,0.728,18.3,0.21174328051508204,0.39983589739704095,26.740727179717553,1.2571882056857835,0.0951455088960037,21.20051724866177,182.64044666389975,174.61286467003615
20.0,72.0,3.0,1.51,0.711,14.29,0.10695895846538682,0.20904881994187793,35.08886962159638,1.2571882056857837,0.0951455088960037,22.54970299174721,186.6292886516274,207.6435388282136
20.0,72.0,3.0,1.648,0.697,11.91,0.08324862677682607,0.14775109044527593,37.21316604242724,1.2571882056857837,0.0951455088960037,23.2285253809179,195.0973625800644,215.12621737271564
20.0,72.0,3.0,1.952,0.666,8.42,0.06251401232189104,0.08564964318951107,38.14273441260199,1.2571882056857837,0.0951455088960037,24.634490483099192,219.78909185493046,221.59770113248734
20.0,72.0,3.0,2.257,0.636,6.16,0.05469964498954545,0.05802767186508355,37.23855261146339,1.2571882056857837,0.0951455088960037,26.107700304576397,248.5032237236093,224.30829987336816
20.0,72.0,3.0,2.343,0.627,5.66,0.05342270865734885,0.052905623047134476,36.845472572517174,1.2571882056857837,0.0951455088960037,26.54014330369725,256.7008008589698,224.54663963757883
20.0,72.0,3.0,2.562,0.605,4.66,0.05142355778829001,0.04303580514293779,35.61692510937876,1.2571882056857835,0.09514550889600369,27.674444152228208,278.275745126796,224.93312165296945
20.0,72.0,3.0,2.867,0.574,3.42,0.05058123617190302,0.0340262165286218,33.928165563297505,1.2571882056857837,0.0951455088960037,29.32881570171972,308.385446813016,224.2213220191117
20.0,72.0,3.0,3.172,0.543,2.49,0.05139110561440308,0.02825278570520467,32.15936124523076,1.2571882056857835,0.09514550889600369,31.059796171030253,338.0206415541874,222.21881809719247
20.0,72.0,3.0,3.476,0.512,1.83,0.05360596798831212,0.02443897662574343,30.352960339241093,1.2571882056857837,0.0951455088960037,32.850109361996054,366.2809188159989,218.82405155672728
20.0,72.0,3.0,3.781,0.482,1.4,0.05755737683688154,0.021990914313038304,28.50080986816725,1.2571882056857835,0.09514550889600369,34.70052879688137,393.6081250625381,214.36019545750332
20.0,72.0,3.0,4.086,0.451,1.13,0.06377292739373533,0.02059363853743517,26.64478973768605,1.2571882056857835,0.09514550889600369,36.59532343738998,417.60549736873037,207.72674731546664
20.0,72.0,3.0,4.391,0.42,0.96,0.07473178504672867,0.020462962901375597,24.75136044155041,1.2571882056857837,0.0951455088960037,38.52094967129133,438.3433817639355,198.68824359358155
20.0,72.0,3.0,4.696,0.389,0.85,0.10014333214819209,0.022962617152550113,22.572012479149,1.2571882056857835,0.0951455088960037,40.4448803962568,455.30293783917426,184.8242730435372
20.0,72.0,3.0,5.0,0.358,0.79,0.35303963807784594,0.05324518012315764,14.259339779392334,1.1728358918919812,0.04463648346402829,41.76148833321521,431.73377784310225,122.73657007649717
21.0,72.0,3.0,1.257,0.737,22.0,0.3485569949207815,0.5952084051423736,16.30564071811287,1.2350799603040128,0.06190140884547291,20.725357166547965,187.821279217695,149.05976637343875
21.0,72.0,3.0,1.343,0.728,18.3,0.20376489639423084,0.42175344756523764,27.971702320436457,1.2571882056857837,0.09514550889600369,22.064751146313906,193.72562114554393,193.3455441409158
21.0,72.0,3.0,1.51,0.711,14.29,0.10244497441783608,0.21963434476063776,36.33113595294529,1.2571882056857837,0.09514550889600369,23.41120281257468,196.2623211356602,228.12101340184662
21.0,72.0,3.0,1.648,0.697,11.91,0.07953490834997097,0.15505770791356616,38.49618123954329,1.2571882056857837,0.0951455088960037,24.075482956894305,204.35690531167154,235.73491936790805
21.0,72.0,3.0,1.952,0.666,8.42,0.0594860943092221,0.08973691904347053,39.50197811858232,1.2571882056857837,0.09514550889600372,25.442600064125024,228.77249878191637,241.86952307224013
21.0,72.0,3.0,2.257,0.636,6.16,0.05188364789541602,0.0607098302400587,38.64503240798628,1.2571882056857837,0.0951455088960037,26.874641442510303,257.40450140467635,244.07204012230628
21.0,72.0,3.0,2.343,0.627,5.66,0.05062993111070979,0.05532879607846589,38.26033753350541,1.2571882056857837,0.09514550889600369,27.295511265037078,265.5735584104348,244.14218375368424
21.0,72.0,3.0,2.562,0.605,4.66,0.04863499027521177,0.04496111776198547,37.04488786238771,1.2571882056857837,0.0951455088960037,28.400758546491755,287.0796368031401,244.12463072230176
21.0,72.0,3.0,2.867,0.574,3.42,0.047709134933036794,0.035499821794112006,35.35787234861813,1.2571882056857837,0.0951455088960037,30.016169203486943,317.0492540916411,242.8403663500417
21.0,72.0,3.0,3.172,0.543,2.49,0.04835361501328526,0.02944116633143858,33.576465908717765,1.2571882056857835,0.0951455088960037,31.71039745690904,346.49380000440124,240.268329438546
21.0,72.0,3.0,3.476,0.512,1.83,0.050330216688618666,0.025444762338786026,31.747615587283068,1.2571882056857837,0.09514550889600369,33.46650642908101,374.51531443717244,236.29839257540695
21.0,72.0,3.0,3.781,0.482,1.4,0.05394588796715758,0.022886338872021815,29.866709590544392,1.2571882056857835,0.09514550889600369,35.28510543377447,401.5825392373054,231.28171365046373
21.0,72.0,3.0,4.086,0.451,1.13,0.059691098283877496,0.02143495034348852,27.97862285643275,1.2571882056857837,0.0951455088960037,37.15055255112512,425.2737092293692,224.03797009733984
21.0,72.0,3.0,4.391,0.42,0.96,0.06987507988227097,0.02131684127668599,26.053492723811182,1.2571882056857837,0.09514550889600369,39.04932009992523,445.6947435163969,214.35978015698922
21.0,72.0,3.0,4.696,0.389,0.85,0.0935276374544294,0.023974195999588097,23.851446191416407,1.2571882056857837,0.0951455088960037,40.94940347045069,462.38618428984034,199.83835435774643
21.0,72.0,3.0,5.0,0.358,0.79,0.33897727956967205,0.056525965250956926,15.424331735197681,1.2113099618011676,0.05392275361818153,42.17975247486846,453.15409543253026,135.65478911286692
22.0,72.0,3.0,1.257,0.737,22.0,0.344050237407321,0.6277708448947591,17.250903575993917,1.2532634516712857,0.07143012175271937,21.462457808555236,202.8851126374201,164.22772018676343
22.0,72.0,3.0,1.343,0.728,18.3,0.19666619035592517,0.4436477975527206,29.10444774305192,1.2571882056857837,0.0951455088960037,22.935633014456847,205.1490698046278,213.00638560418835
22.0,72.0,3.0,1.51,0.711,14.29,0.09841435721239399,0.23023783700641945,37.482141436582175,1.2571882056857837,0.0951455088960037,24.281730314369483,206.15731442074824,249.59297942337525
22.0,72.0,3.0,1.648,0.697,11.91,0.07621985708524151,0.16238218932189016,39.68923660190598,1.2571882056857837,0.0951455088960037,24.932723051500304,213.8572374053445,257.3296656092447
22.0,72.0,3.0,1.952,0.666,8.42,0.05678931570749118,0.09383879718724995,40.77485413221081,1.2571882056857837,0.0951455088960037,26.263303426582876,237.98432153794448,263.07670291443986
22.0,72.0,3.0,2.257,0.636,6.16,0.04938312131635884,0.06340403003411442,39.97062049375162,1.2571882056857835,0.09514550889600369,27.65601799007923,266.5377265226447,264.70796429391675
22.0,72.0,3.0,2.343,0.627,5.66,0.04815222415939552,0.057763390950127835,39.59610006069663,1.2571882056857837,0.0951455088960037,28.065752310420674,274.67994547072516,264.59035124301005
22.0,72.0,3.0,2.562,0.605,4.66,0.04616660567914588,0.046896376104054144,38.39856813113423,1.2571882056857837,0.0951455088960037,29.142905337899172,296.12225254762114,264.1191813298836
22.0,72.0,3.0,2.867,0.574,3.42,0.04517415609220568,0.03698129362389132,36.720267210211404,1.2571882056857837,0.09514550889600369,30.720349979743705,325.9579847957921,262.1922204059455
22.0,72.0,3.0,3.172,0.543,2.49,0.04567875989987136,0.03063508622709894,34.93308187400925,1.2571882056857837,0.09514550889600369,32.3784774714273,355.2157059818807,258.98140000142547
22.0,72.0,3.0,3.476,0.512,1.83,0.04744967500555053,0.02645343961088947,33.08814407261079,1.2571882056857837,0.0951455088960037,34.10075161189978,382.9991623592519,254.36943921796154
22.0,72.0,3.0,3.781,0.482,1.4,0.05077198143497998,0.023781685868372822,31.184247398574637,1.2571882056857837,0.09514550889600369,35.88767484963794,409.8044812668546,248.73697006341794
22.0,72.0,3.0,4.086,0.451,1.13,0.05610346874761536,0.022272882739561108,29.269149050232116,1.2571882056857837,0.09514550889600369,37.723738391632445,433.1838933841281,240.82180842009845
22.0,72.0,3.0,4.391,0.42,0.96,0.06560478303541341,0.022163274517009134,27.316466740665113,1.2571882056857835,0.09514550889600369,39.59544939069437,453.27939322218356,230.4444582648966
22.0,72.0,3.0,4.696,0.389,0.85,0.0877131153618141,0.024970790399151666,25.094174354318042,1.2571882056857837,0.09514550889600369,41.47125191831102,469.68952213807086,215.20142695815917
22.0,72.0,3.0,5.0,0.358,0.79,0.32439990799161716,0.059391852308785575,16.62303535964574,1.242131282816196,0.06498613728482387,42.61418961023473,472.5777585078303,148.2613204897593
23.0,72.0,3.0,1.257,0.737,22.0,0.3373782175011466,0.6561764026033948,18.315406051740652,1.2620427527823372,0.08343358497758116,22.21572830273297,217.32761917764188,179.36195926616023
23.0,72.0,3.0,1.343,0.728,18.3,0.19030776480086387,0.46552794641669726,30.1499707221231,1.2571882056857837,0.0951455088960037,23.81251970343859,216.90928755209222,233.60207065217583
23.0,72.0,3.0,1.51,0.711,14.29,0.09479283268881948,0.24085882804834735,38.550976850942455,1.2571882056857835,0.09514550889600369,25.160373204515153,216.3096364487681,272.0653039821373
23.0,72.0,3.0,1.648,0.697,11.91,0.07324209056759133,0.16972353501377146,40.800738346776605,1.2571882056857835,0.09514550889600369,25.799239178502027,223.59260773511485,279.91699265975535
23.0,72.0,3.0,1.952,0.666,8.42,0.0543718499065322,0.09795425953726374,41.96840051447385,1.2571882056857835,0.09514550889600369,27.095472054404024,247.41704570066247,285.2278479985093
23.0,72.0,3.0,2.257,0.636,6.16,0.047147678865459994,0.06610941616392597,41.22103155834086,1.2571882056857837,0.0951455088960037,28.45065758631443,275.8942557299797,286.22693548143445
23.0,72.0,3.0,2.343,0.627,5.66,0.045938981407147784,0.0602086065611516,40.85812178492715,1.2571882056857837,0.09514550889600369,28.849692777326325,284.0111160388459,285.9026100801671
23.0,72.0,3.0,2.562,0.605,4.66,0.043966281715062706,0.04884093499643953,39.6824903677065,1.2571882056857835,0.09514550889600369,29.89972509477534,305.3944229987584,284.9297104106886
23.0,72.0,3.0,2.867,0.574,3.42,0.042920607086796965,0.038470263034226765,38.01887373220837,1.2571882056857837,0.0951455088960037,31.440250069686037,335.1024599248959,282.2915555035166
23.0,72.0,3.0,3.172,0.543,2.49,0.04330613253977594,0.03183452771058218,36.23192725114626,1.2571882056857835,0.09514550889600369,33.063002869064995,364.17758020765615,278.37400219448716
23.0,72.0,3.0,3.476,0.512,1.83,0.044898415595196854,0.027465398907973834,34.37663592758286,1.2571882056857837,0.0951455088960037,34.75189742703198,391.72437736693416,273.0539985213632
