pitch_deg,Omega_rpm,T_paper_N,T_xrotor_N,T_dynbem_N,CT_paper,CT_xrotor,CT_dynbem,Q_dynbem_Nm
5.0,1250.0,241.98397409632435,201.82559204101562,349.5896675232672,0.00215,0.0017931973574227481,0.0031060643085224927,29.80674244798435
8.0,1250.0,523.3606881618177,388.7885437011719,686.3615911545803,0.00465,0.003454341850856546,0.00609824442504171,63.20887705775358
12.0,1250.0,900.405485009579,662.6705932617188,1207.8059072472008,0.008,0.005887752611855037,0.010731217677860783,134.99791495221098
