U_wind_ms,Omega_rpm,pitch_deg,T_N,Q_Nm,P_W,efficiency,rms
0.0,1250.0,5.0,201.82559204101562,14.750567436218262,1930.844970703125,0.00010452709102537483,1.7731165868895005e-08
0.0,1250.0,8.0,388.7885437011719,30.58509063720703,4003.579345703125,9.711024904390797e-05,3.7189835211393074e-08
0.0,1250.0,12.0,662.6705932617188,63.33721923828125,8290.8232421875,7.992820610525087e-05,5.759396870530509e-08
